eventId,deviceId,timestamp,latency_norm,packetLoss_norm,signalStrength_norm,overall_quality,hour_of_day,day_of_week,anomalous
69f1caf689e1f4ca8501387f,device-02,2026-04-29T09:10:14.705Z,0.1520,0.0500,0.8625,0.6452,16,3,0
69f1caf689e1f4ca85013883,device-03,2026-04-29T09:10:14.812Z,0.0780,0.0500,0.9500,0.6407,16,3,0
69f1caf689e1f4ca85013887,device-04,2026-04-29T09:10:14.921Z,0.3240,0.0000,0.9500,0.5753,16,3,0
69f1caf789e1f4ca8501388b,device-05,2026-04-29T09:10:15.029Z,0.2520,0.0000,0.8375,0.6368,16,3,0
69f1caf789e1f4ca8501388f,device-06,2026-04-29T09:10:15.138Z,0.7700,0.7000,0.2125,0.4392,16,3,1
69f1caf789e1f4ca85013893,verify-websocket-1777453815411,2026-04-29T09:10:15.169Z,0.4600,0.3000,0.3125,0.6425,16,3,1
69f1caf789e1f4ca85013897,device-07,2026-04-29T09:10:15.247Z,0.9840,0.2500,0.3375,0.4762,16,3,1
69f1caf789e1f4ca8501389b,device-08,2026-04-29T09:10:15.354Z,0.3120,0.0500,0.9250,0.5710,16,3,0
69f1caf789e1f4ca8501389f,device-09,2026-04-29T09:10:15.461Z,0.0780,0.0000,0.8125,0.7032,16,3,0
69f1caf789e1f4ca850138a3,device-10,2026-04-29T09:10:15.569Z,0.1420,0.0000,0.9875,0.6235,16,3,0
69f1cafc89e1f4ca850138a7,device-01,2026-04-29T09:10:20.562Z,0.9520,0.2500,0.1375,0.5535,16,3,0
69f1cafc89e1f4ca850138ab,device-02,2026-04-29T09:10:20.674Z,0.3380,0.0000,0.9875,0.5582,16,3,0
69f1cafc89e1f4ca850138af,device-03,2026-04-29T09:10:20.783Z,0.4420,0.3000,0.1875,0.6902,16,3,1
69f1cafc89e1f4ca850138b3,device-04,2026-04-29T09:10:20.890Z,0.1080,0.0000,0.9500,0.6473,16,3,0
69f1cafc89e1f4ca850138b7,device-05,2026-04-29T09:10:20.997Z,0.1640,0.0000,0.9750,0.6203,16,3,0
69f1cafd89e1f4ca850138bb,device-06,2026-04-29T09:10:21.104Z,0.2600,0.0000,0.7750,0.6550,16,3,0
69f1cafd89e1f4ca850138bf,device-07,2026-04-29T09:10:21.211Z,0.9360,0.3000,0.3250,0.4797,16,3,1
69f1cafd89e1f4ca850138c3,device-08,2026-04-29T09:10:21.319Z,0.1660,0.0000,0.8625,0.6572,16,3,0
69f1cafd89e1f4ca850138c7,device-09,2026-04-29T09:10:21.427Z,0.1220,0.0000,0.7625,0.7052,16,3,0
69f1cafd89e1f4ca850138cb,device-10,2026-04-29T09:10:21.533Z,0.2560,0.0000,0.7500,0.6647,16,3,0
69f1cb0189e1f4ca850138cf,device-01,2026-04-29T09:10:25.565Z,0.2440,0.0000,0.9125,0.6145,16,3,0
69f1cb0189e1f4ca850138d3,device-02,2026-04-29T09:10:25.671Z,0.1180,0.0500,0.9750,0.6190,16,3,0
69f1cb0189e1f4ca850138d7,device-03,2026-04-29T09:10:25.778Z,0.2280,0.0000,0.7875,0.6615,16,3,0
69f1cb0189e1f4ca850138db,device-04,2026-04-29T09:10:25.885Z,0.0800,0.0500,0.8875,0.6608,16,3,0
69f1cb0189e1f4ca850138df,device-05,2026-04-29T09:10:25.990Z,0.8340,0.3000,0.2250,0.5470,16,3,1
69f1cb0289e1f4ca850138e3,device-06,2026-04-29T09:10:26.100Z,0.7540,0.7000,0.1250,0.4737,16,3,0
69f1cb0289e1f4ca850138e7,device-07,2026-04-29T09:10:26.215Z,0.2920,0.0000,0.9125,0.5985,16,3,0
69f1cb0289e1f4ca850138eb,device-08,2026-04-29T09:10:26.324Z,0.1420,0.0500,0.9875,0.6068,16,3,0
69f1cb0289e1f4ca850138ef,device-09,2026-04-29T09:10:26.431Z,0.3140,0.0000,0.9250,0.5870,16,3,0
69f1cb0289e1f4ca850138f3,device-10,2026-04-29T09:10:26.538Z,0.1540,0.0500,0.9750,0.6070,16,3,0
69f1cb0689e1f4ca850138f7,device-01,2026-04-29T09:10:30.576Z,0.7380,0.4500,0.3000,0.5040,16,3,0
69f1cb0689e1f4ca850138fb,device-02,2026-04-29T09:10:30.689Z,0.4120,0.8000,0.3500,0.4793,16,3,1
69f1cb0689e1f4ca850138ff,device-03,2026-04-29T09:10:30.798Z,0.1200,0.0000,0.8125,0.6892,16,3,0
69f1cb0689e1f4ca85013903,device-04,2026-04-29T09:10:30.904Z,0.1000,0.0500,0.9375,0.6375,16,3,0
69f1cb0789e1f4ca85013907,device-05,2026-04-29T09:10:31.011Z,0.2940,0.0500,0.9000,0.5853,16,3,0
69f1cb0789e1f4ca8501390b,device-06,2026-04-29T09:10:31.120Z,0.3020,0.0500,0.9000,0.5827,16,3,0
69f1cb0789e1f4ca8501390f,device-07,2026-04-29T09:10:31.227Z,0.7020,0.6000,0.2875,0.4702,16,3,0
69f1cb0789e1f4ca85013913,device-08,2026-04-29T09:10:31.334Z,0.1300,0.0500,0.8875,0.6442,16,3,0
69f1cb0789e1f4ca85013917,device-09,2026-04-29T09:10:31.441Z,0.1540,0.0500,0.9375,0.6195,16,3,0
69f1cb0789e1f4ca8501391b,device-10,2026-04-29T09:10:31.551Z,0.2200,0.0500,0.9625,0.5892,16,3,0
69f1cb0b89e1f4ca8501391f,device-01,2026-04-29T09:10:35.570Z,0.1040,0.0000,0.8125,0.6945,16,3,0
69f1cb0b89e1f4ca85013923,device-02,2026-04-29T09:10:35.678Z,0.2060,0.0000,0.9500,0.6147,16,3,0
69f1cb0b89e1f4ca85013927,device-03,2026-04-29T09:10:35.784Z,0.2260,0.0500,0.7500,0.6580,16,3,0
69f1cb0b89e1f4ca8501392b,device-04,2026-04-29T09:10:35.891Z,0.0440,0.0500,0.8375,0.6895,16,3,0
69f1cb0b89e1f4ca8501392f,device-05,2026-04-29T09:10:35.999Z,0.7280,0.2500,0.2125,0.6032,16,3,0
69f1cb0c89e1f4ca85013933,device-06,2026-04-29T09:10:36.106Z,0.2900,0.0000,0.9750,0.5783,16,3,0
69f1cb0c89e1f4ca85013937,device-07,2026-04-29T09:10:36.213Z,0.2500,0.0500,0.9250,0.5917,16,3,0
69f1cb0c89e1f4ca8501393b,device-08,2026-04-29T09:10:36.321Z,0.2720,0.0500,0.7750,0.6343,16,3,0
69f1cb0c89e1f4ca8501393f,device-09,2026-04-29T09:10:36.428Z,0.7740,0.6000,0.2375,0.4628,16,3,1
69f1cb0c89e1f4ca85013943,device-10,2026-04-29T09:10:36.535Z,0.1680,0.0500,0.9125,0.6232,16,3,0
69f1cb1089e1f4ca85013947,device-01,2026-04-29T09:10:40.573Z,0.2600,0.0000,0.8750,0.6217,16,3,0
69f1cb1089e1f4ca8501394b,device-02,2026-04-29T09:10:40.681Z,0.3120,0.0500,0.7875,0.6168,16,3,0
69f1cb1089e1f4ca8501394f,device-03,2026-04-29T09:10:40.788Z,0.7900,0.4500,0.1625,0.5325,16,3,0
69f1cb1089e1f4ca85013953,device-04,2026-04-29T09:10:40.895Z,0.0860,0.0500,0.8250,0.6797,16,3,0
69f1cb1189e1f4ca85013957,device-05,2026-04-29T09:10:41.002Z,0.9120,0.6000,0.1625,0.4418,16,3,0
69f1cb1189e1f4ca8501395b,device-06,2026-04-29T09:10:41.110Z,0.2920,0.0500,0.8875,0.5902,16,3,0
69f1cb1189e1f4ca8501395f,device-07,2026-04-29T09:10:41.216Z,0.1960,0.0500,0.9000,0.6180,16,3,0
69f1cb1189e1f4ca85013963,device-08,2026-04-29T09:10:41.321Z,0.1660,0.0000,0.9750,0.6197,16,3,0
69f1cb1189e1f4ca85013967,device-09,2026-04-29T09:10:41.430Z,0.3340,0.0500,0.8375,0.5928,16,3,0
69f1cb1189e1f4ca8501396b,device-10,2026-04-29T09:10:41.537Z,0.7040,0.9500,0.3625,0.3278,16,3,0
69f1cb1589e1f4ca8501396f,device-01,2026-04-29T09:10:45.576Z,0.1760,0.0000,0.9625,0.6205,16,3,0
69f1cb1589e1f4ca85013973,device-02,2026-04-29T09:10:45.685Z,0.2640,0.0500,0.9250,0.5870,16,3,0
69f1cb1589e1f4ca85013977,device-03,2026-04-29T09:10:45.792Z,0.0600,0.0500,0.8750,0.6717,16,3,0
69f1cb1589e1f4ca8501397b,device-04,2026-04-29T09:10:45.899Z,0.2240,0.0500,0.8375,0.6295,16,3,0
69f1cb1689e1f4ca8501397f,device-05,2026-04-29T09:10:46.006Z,0.9480,0.6000,0.1750,0.4257,16,3,0
69f1cb1689e1f4ca85013983,device-06,2026-04-29T09:10:46.113Z,0.6520,0.7000,0.1625,0.4952,16,3,0
69f1cb1689e1f4ca85013987,device-07,2026-04-29T09:10:46.221Z,0.9420,0.5000,0.2000,0.4527,16,3,0
69f1cb1689e1f4ca8501398b,device-08,2026-04-29T09:10:46.328Z,0.1940,0.0500,0.7500,0.6687,16,3,0
69f1cb1689e1f4ca8501398f,device-09,2026-04-29T09:10:46.435Z,0.3060,0.0500,0.9625,0.5605,16,3,0
69f1cb1689e1f4ca85013993,device-10,2026-04-29T09:10:46.542Z,0.0660,0.0500,0.8875,0.6655,16,3,0
69f1cb1b89e1f4ca85013997,device-01,2026-04-29T09:10:51.366Z,0.1300,0.0000,0.9625,0.6358,16,3,0
69f1cb1b89e1f4ca8501399b,device-02,2026-04-29T09:10:51.474Z,0.8440,0.8500,0.3625,0.3145,16,3,0
69f1cb1b89e1f4ca8501399f,device-03,2026-04-29T09:10:51.582Z,0.3220,0.0000,0.8125,0.6218,16,3,0
69f1cb1b89e1f4ca850139a3,device-04,2026-04-29T09:10:51.689Z,0.9140,0.3000,0.2125,0.5245,16,3,0
69f1cb1b89e1f4ca850139a7,device-05,2026-04-29T09:10:51.796Z,0.1940,0.0000,0.8000,0.6687,16,3,0
69f1cb1b89e1f4ca850139ab,device-06,2026-04-29T09:10:51.903Z,0.0680,0.0000,0.8000,0.7107,16,3,0
69f1cb1c89e1f4ca850139af,device-07,2026-04-29T09:10:52.009Z,0.4080,0.2500,0.2125,0.7098,16,3,0
69f1cb1c89e1f4ca850139b3,device-08,2026-04-29T09:10:52.115Z,0.6960,0.7000,0.3625,0.4138,16,3,1
69f1cb1c89e1f4ca850139b7,device-09,2026-04-29T09:10:52.222Z,0.1200,0.0000,0.9500,0.6433,16,3,0
69f1cb1c89e1f4ca850139bb,device-10,2026-04-29T09:10:52.330Z,0.2600,0.0500,0.9125,0.5925,16,3,0
69f1cb2089e1f4ca850139bf,device-01,2026-04-29T09:10:56.371Z,0.2160,0.0500,0.8875,0.6155,16,3,0
69f1cb2089e1f4ca850139c3,device-02,2026-04-29T09:10:56.479Z,0.3300,0.0500,0.8000,0.6067,16,3,0
69f1cb2089e1f4ca850139c7,device-03,2026-04-29T09:10:56.584Z,0.9180,0.9500,0.2500,0.2940,16,3,0
69f1cb2089e1f4ca850139cb,device-04,2026-04-29T09:10:56.691Z,0.1640,0.0500,0.7625,0.6745,16,3,0
69f1cb2089e1f4ca850139cf,device-05,2026-04-29T09:10:56.797Z,0.2340,0.0000,0.8125,0.6512,16,3,0
69f1cb2089e1f4ca850139d3,device-06,2026-04-29T09:10:56.905Z,0.1740,0.0000,0.7625,0.6878,16,3,0
69f1cb2189e1f4ca850139d7,device-07,2026-04-29T09:10:57.013Z,0.4340,0.6500,0.1875,0.5762,16,3,0
69f1cb2189e1f4ca850139db,device-08,2026-04-29T09:10:57.120Z,0.2540,0.0500,0.9875,0.5695,16,3,0
69f1cb2189e1f4ca850139df,device-09,2026-04-29T09:10:57.227Z,0.2400,0.0500,0.9375,0.5908,16,3,0
69f1cb2189e1f4ca850139e3,device-10,2026-04-29T09:10:57.334Z,0.0880,0.0500,0.8500,0.6707,16,3,0
69f1cb2589e1f4ca850139e7,device-01,2026-04-29T09:11:01.371Z,0.0400,0.0000,0.8625,0.6992,16,3,0
69f1cb2589e1f4ca850139eb,device-02,2026-04-29T09:11:01.479Z,0.1660,0.0500,0.9375,0.6155,16,3,0
69f1cb2589e1f4ca850139ef,device-03,2026-04-29T09:11:01.586Z,0.0600,0.0000,0.8875,0.6842,16,3,0
69f1cb2589e1f4ca850139f3,device-04,2026-04-29T09:11:01.693Z,0.2420,0.0000,0.8125,0.6485,16,3,0
69f1cb2589e1f4ca850139f7,device-05,2026-04-29T09:11:01.800Z,0.1280,0.0500,0.7875,0.6782,16,3,0
69f1cb2589e1f4ca850139fb,device-06,2026-04-29T09:11:01.907Z,0.9100,0.3500,0.2625,0.4925,16,3,0
69f1cb2689e1f4ca850139ff,device-07,2026-04-29T09:11:02.015Z,0.0820,0.0000,0.9500,0.6560,16,3,0
69f1cb2689e1f4ca85013a03,device-08,2026-04-29T09:11:02.121Z,0.0960,0.0000,0.8000,0.7013,16,3,0
69f1cb2689e1f4ca85013a07,device-09,2026-04-29T09:11:02.229Z,0.1560,0.0000,0.9125,0.6438,16,3,0
69f1cb2689e1f4ca85013a0b,device-10,2026-04-29T09:11:02.336Z,0.1020,0.0000,0.9500,0.6493,16,3,0
69f1cb2a89e1f4ca85013a0f,device-01,2026-04-29T09:11:06.375Z,0.1920,0.0500,0.9750,0.5943,16,3,0
69f1cb2a89e1f4ca85013a13,device-02,2026-04-29T09:11:06.483Z,0.2580,0.0000,0.7750,0.6557,16,3,0
69f1cb2a89e1f4ca85013a17,device-03,2026-04-29T09:11:06.588Z,0.1220,0.0500,0.9875,0.6135,16,3,0
69f1cb2a89e1f4ca85013a1b,device-04,2026-04-29T09:11:06.694Z,0.2720,0.0500,0.8500,0.6093,16,3,0
69f1cb2a89e1f4ca85013a1f,device-05,2026-04-29T09:11:06.801Z,0.4060,0.4000,0.3500,0.6147,16,3,0
69f1cb2a89e1f4ca85013a23,device-06,2026-04-29T09:11:06.907Z,0.2760,0.0500,0.7875,0.6288,16,3,0
69f1cb2b89e1f4ca85013a27,device-07,2026-04-29T09:11:07.013Z,0.1340,0.0000,0.8375,0.6762,16,3,0
69f1cb2b89e1f4ca85013a2b,device-08,2026-04-29T09:11:07.120Z,0.9120,0.6500,0.1875,0.4168,16,3,0
69f1cb2b89e1f4ca85013a2f,device-09,2026-04-29T09:11:07.226Z,0.1620,0.0500,0.9250,0.6210,16,3,0
69f1cb2b89e1f4ca85013a33,device-10,2026-04-29T09:11:07.331Z,0.3300,0.0500,0.8125,0.6025,16,3,0
69f1cb2f89e1f4ca85013a37,device-01,2026-04-29T09:11:11.378Z,0.2600,0.0000,0.8125,0.6425,16,3,0
69f1cb2f89e1f4ca85013a3b,device-02,2026-04-29T09:11:11.486Z,0.8760,0.4000,0.3625,0.4538,16,3,0
69f1cb2f89e1f4ca85013a3f,device-03,2026-04-29T09:11:11.592Z,0.1960,0.0500,0.9250,0.6097,16,3,0
69f1cb2f89e1f4ca85013a43,device-04,2026-04-29T09:11:11.700Z,0.1040,0.0500,0.8625,0.6612,16,3,0
69f1cb2f89e1f4ca85013a47,device-05,2026-04-29T09:11:11.807Z,0.2400,0.0500,0.7625,0.6492,16,3,0
69f1cb2f89e1f4ca85013a4b,device-06,2026-04-29T09:11:11.914Z,0.2320,0.1000,0.8000,0.6227,16,3,0
69f1cb3089e1f4ca85013a4f,device-07,2026-04-29T09:11:12.022Z,0.2500,0.0500,0.8625,0.6125,16,3,0
69f1cb3089e1f4ca85013a53,device-08,2026-04-29T09:11:12.129Z,0.4200,0.3000,0.2375,0.6808,16,3,0
69f1cb3089e1f4ca85013a57,device-09,2026-04-29T09:11:12.236Z,0.0940,0.1000,0.9125,0.6312,16,3,0
69f1cb3089e1f4ca85013a5b,device-10,2026-04-29T09:11:12.342Z,0.6620,0.4000,0.1625,0.5918,16,3,0
69f1cb3489e1f4ca85013a5f,device-01,2026-04-29T09:11:16.380Z,0.1740,0.0500,0.9375,0.6128,16,3,0
69f1cb3489e1f4ca85013a63,device-02,2026-04-29T09:11:16.488Z,0.1800,0.0000,0.8250,0.6650,16,3,0
69f1cb3489e1f4ca85013a67,device-03,2026-04-29T09:11:16.595Z,0.4140,0.6500,0.1250,0.6037,16,3,0
69f1cb3489e1f4ca85013a6b,device-04,2026-04-29T09:11:16.701Z,0.8140,0.8000,0.3625,0.3412,16,3,0
69f1cb3489e1f4ca85013a6f,device-05,2026-04-29T09:11:16.809Z,0.7180,0.8500,0.3250,0.3690,16,3,0
69f1cb3489e1f4ca85013a73,device-06,2026-04-29T09:11:16.915Z,0.0860,0.0000,0.8625,0.6838,16,3,0
69f1cb3589e1f4ca85013a77,device-07,2026-04-29T09:11:17.022Z,0.7740,0.4000,0.2875,0.5128,16,3,0
69f1cb3589e1f4ca85013a7b,device-08,2026-04-29T09:11:17.129Z,0.6000,0.2500,0.3500,0.6000,16,3,0
69f1cb3589e1f4ca85013a7f,device-09,2026-04-29T09:11:17.236Z,0.6120,0.9000,0.2125,0.4252,16,3,0
69f1cb3589e1f4ca85013a83,device-10,2026-04-29T09:11:17.342Z,0.1120,0.0500,0.8875,0.6502,16,3,0
69f1cb3a89e1f4ca85013a87,device-01,2026-04-29T09:11:22.415Z,0.1940,0.0500,0.8250,0.6437,16,3,0
69f1cb3a89e1f4ca85013a8b,device-02,2026-04-29T09:11:22.525Z,0.6120,0.9000,0.3500,0.3793,16,3,0
69f1cb3a89e1f4ca85013a8f,device-03,2026-04-29T09:11:22.633Z,0.2260,0.0000,0.7625,0.6705,16,3,0
69f1cb3a89e1f4ca85013a93,device-04,2026-04-29T09:11:22.739Z,0.3360,0.0000,0.8375,0.6088,16,3,0
69f1cb3a89e1f4ca85013a97,device-05,2026-04-29T09:11:22.846Z,0.2320,0.0500,0.9500,0.5893,16,3,0
69f1cb3a89e1f4ca85013a9b,device-06,2026-04-29T09:11:22.953Z,0.2920,0.0500,0.9125,0.5818,16,3,0
69f1cb3b89e1f4ca85013a9f,device-07,2026-04-29T09:11:23.058Z,0.0840,0.0000,0.9125,0.6678,16,3,0
69f1cb3b89e1f4ca85013aa3,device-08,2026-04-29T09:11:23.164Z,0.1260,0.0000,0.8125,0.6872,16,3,0
69f1cb3b89e1f4ca85013aa7,device-09,2026-04-29T09:11:23.270Z,0.4820,0.4000,0.2250,0.6310,16,3,0
69f1cb3b89e1f4ca85013aab,device-10,2026-04-29T09:11:23.376Z,0.6500,0.3000,0.1875,0.6208,16,3,0
69f1cb3f89e1f4ca85013aaf,device-01,2026-04-29T09:11:27.417Z,0.0560,0.0000,0.7875,0.7188,16,3,0
69f1cb3f89e1f4ca85013ab3,device-02,2026-04-29T09:11:27.524Z,0.8840,0.8500,0.2125,0.3512,16,3,0
69f1cb3f89e1f4ca85013ab7,device-03,2026-04-29T09:11:27.631Z,0.0620,0.0500,0.7750,0.7043,16,3,0
69f1cb3f89e1f4ca85013abb,device-04,2026-04-29T09:11:27.740Z,0.2580,0.0500,0.9625,0.5765,16,3,0
69f1cb3f89e1f4ca85013abf,device-05,2026-04-29T09:11:27.846Z,0.1980,0.0000,0.9250,0.6257,16,3,0
69f1cb3f89e1f4ca85013ac3,device-06,2026-04-29T09:11:27.952Z,0.7780,0.2500,0.2875,0.5615,16,3,0
69f1cb4089e1f4ca85013ac7,device-07,2026-04-29T09:11:28.059Z,0.1340,0.0500,0.9000,0.6387,16,3,0
69f1cb4089e1f4ca85013acb,device-08,2026-04-29T09:11:28.167Z,0.1820,0.0500,0.9000,0.6227,16,3,0
69f1cb4089e1f4ca85013acf,device-09,2026-04-29T09:11:28.273Z,0.2420,0.0500,0.9375,0.5902,16,3,0
69f1cb4089e1f4ca85013ad3,device-10,2026-04-29T09:11:28.380Z,0.2520,0.0500,0.9500,0.5827,16,3,0
69f1cb4489e1f4ca85013ad7,device-01,2026-04-29T09:11:32.420Z,0.2820,0.0500,0.7750,0.6310,16,3,0
69f1cb4489e1f4ca85013adb,device-02,2026-04-29T09:11:32.528Z,0.2100,0.0500,0.9625,0.5925,16,3,0
69f1cb4489e1f4ca85013adf,device-03,2026-04-29T09:11:32.634Z,0.1020,0.0500,0.9875,0.6202,16,3,0
69f1cb4489e1f4ca85013ae3,device-04,2026-04-29T09:11:32.740Z,0.0540,0.0000,0.9250,0.6737,16,3,0
69f1cb4489e1f4ca85013ae7,device-05,2026-04-29T09:11:32.847Z,0.2600,0.0000,0.9375,0.6008,16,3,0
69f1cb4489e1f4ca85013aeb,device-06,2026-04-29T09:11:32.953Z,0.1140,0.0000,0.8875,0.6662,16,3,0
69f1cb4589e1f4ca85013aef,device-07,2026-04-29T09:11:33.058Z,0.2340,0.0000,0.8125,0.6512,16,3,0
69f1cb4589e1f4ca85013af3,device-08,2026-04-29T09:11:33.165Z,0.2260,0.0500,0.9875,0.5788,16,3,0
69f1cb4589e1f4ca85013af7,device-09,2026-04-29T09:11:33.273Z,0.1900,0.0000,0.8625,0.6492,16,3,0
69f1cb4589e1f4ca85013afb,device-10,2026-04-29T09:11:33.379Z,0.2400,0.0000,0.8000,0.6533,16,3,0
69f1cb4989e1f4ca85013aff,device-01,2026-04-29T09:11:37.423Z,0.2500,0.0000,0.9000,0.6167,16,3,0
69f1cb4989e1f4ca85013b03,device-02,2026-04-29T09:11:37.531Z,0.2080,0.0500,0.9875,0.5848,16,3,0
69f1cb4989e1f4ca85013b07,device-03,2026-04-29T09:11:37.637Z,0.2820,0.0500,0.8125,0.6185,16,3,0
69f1cb4989e1f4ca85013b0b,device-04,2026-04-29T09:11:37.744Z,0.0780,0.0500,0.9500,0.6407,16,3,0
69f1cb4989e1f4ca85013b0f,device-05,2026-04-29T09:11:37.850Z,0.8120,0.7500,0.3500,0.3627,16,3,0
69f1cb4989e1f4ca85013b13,device-06,2026-04-29T09:11:37.957Z,0.3360,0.0500,0.8000,0.6047,16,3,0
69f1cb4a89e1f4ca85013b17,device-07,2026-04-29T09:11:38.064Z,0.3160,0.0500,0.7500,0.6280,16,3,0
69f1cb4a89e1f4ca85013b1b,device-08,2026-04-29T09:11:38.171Z,0.2620,0.0500,0.8375,0.6168,16,3,0
69f1cb4a89e1f4ca85013b1f,device-09,2026-04-29T09:11:38.277Z,0.1880,0.0500,0.9875,0.5915,16,3,0
69f1cb4a89e1f4ca85013b23,device-10,2026-04-29T09:11:38.384Z,0.9860,0.5000,0.1625,0.4505,16,3,0
69f1cb4e89e1f4ca85013b27,device-01,2026-04-29T09:11:42.426Z,0.3320,0.0500,0.8500,0.5893,16,3,0
69f1cb4e89e1f4ca85013b2b,device-02,2026-04-29T09:11:42.534Z,0.1640,0.0500,0.9250,0.6203,16,3,0
69f1cb4e89e1f4ca85013b2f,device-03,2026-04-29T09:11:42.640Z,0.2140,0.0500,0.9375,0.5995,16,3,0
69f1cb4e89e1f4ca85013b33,device-04,2026-04-29T09:11:42.747Z,0.1620,0.0000,0.9750,0.6210,16,3,0
69f1cb4e89e1f4ca85013b37,device-05,2026-04-29T09:11:42.854Z,0.4800,0.8500,0.1625,0.5025,16,3,0
69f1cb4e89e1f4ca85013b3b,device-06,2026-04-29T09:11:42.960Z,0.2120,0.1000,0.7500,0.6460,16,3,0
69f1cb4f89e1f4ca85013b3f,device-07,2026-04-29T09:11:43.067Z,0.2880,0.0000,0.9500,0.5873,16,3,0
69f1cb4f89e1f4ca85013b43,device-08,2026-04-29T09:11:43.174Z,0.6940,0.3000,0.1750,0.6103,16,3,0
69f1cb4f89e1f4ca85013b47,device-09,2026-04-29T09:11:43.280Z,0.3040,0.0500,0.7625,0.6278,16,3,0
69f1cb4f89e1f4ca85013b4b,device-10,2026-04-29T09:11:43.388Z,0.2200,0.0000,0.8625,0.6392,16,3,0
69f1cb5389e1f4ca85013b4f,device-01,2026-04-29T09:11:47.427Z,0.1260,0.0500,0.8125,0.6705,16,3,0
69f1cb5389e1f4ca85013b53,device-02,2026-04-29T09:11:47.535Z,0.2600,0.0500,0.7875,0.6342,16,3,0
69f1cb5389e1f4ca85013b57,device-03,2026-04-29T09:11:47.642Z,0.0940,0.0000,0.8000,0.7020,16,3,0
69f1cb5389e1f4ca85013b5b,device-04,2026-04-29T09:11:47.749Z,0.0400,0.0000,0.7500,0.7367,16,3,0
69f1cb5389e1f4ca85013b5f,device-05,2026-04-29T09:11:47.856Z,0.0600,0.0000,0.9750,0.6550,16,3,0
69f1cb5389e1f4ca85013b63,device-06,2026-04-29T09:11:47.963Z,0.2140,0.0500,0.9125,0.6078,16,3,0
69f1cb5489e1f4ca85013b67,device-07,2026-04-29T09:11:48.069Z,0.2280,0.0500,0.8125,0.6365,16,3,0
69f1cb5489e1f4ca85013b6b,device-08,2026-04-29T09:11:48.176Z,0.3120,0.0500,0.9500,0.5627,16,3,0
69f1cb5489e1f4ca85013b6f,device-09,2026-04-29T09:11:48.285Z,0.0700,0.1000,0.9625,0.6225,16,3,0
69f1cb5489e1f4ca85013b73,device-10,2026-04-29T09:11:48.392Z,0.3260,0.0500,0.8500,0.5913,16,3,0
69f1cb5989e1f4ca85013b77,device-01,2026-04-29T09:11:53.395Z,0.1040,0.0500,0.8375,0.6695,16,3,0
